"01","01COVER"
"01","01F01L01"
"01","01P001L01"
"01","01P001L12"
"01","01P001L17"
"01","01P002L01"
"01","01P002L11"
"01","01P002L13"
"01","01P003L01"
"01","01P003L03"
"01","01P003L08"
"01","01P003L09"
"01","01P004L01"
"01","01P004L05"
"01","01P004L09"
"01","01P004L11"
"01","01P004L15"
"01","01P004L19"
"01","01P005L01"
"01","01P005L05"
"01","01P005L07"
"01","01P005L10"
"01","01P005L14"
"01","01P005L15"
"01","01P005L18"
"01","01P006L01"
"01","01P006L04"
"01","01P006L07"
"01","01P006L08"
"01","01P006L09"
"01","01P006L10"
"01","01P006L11"
"01","01P006L16"
"01","01P006L17"
"01","01P006L19"
"01","01P007L01"
"01","01P007L08"
"01","01P007L15"
"01","01P007L18"
"01","01P008L01"
"01","01P008L03"
"01","01P008L05"
"01","01P008L10"
"01","01P008L13"
"01","01P008L15"
"01","01P009L01"
"01","01P009L03"
"01","01P009L06"
"01","01P010L01"
"01","01P010L03"
"01","01P010L05"
"01","01P010L07"
"01","01P010L09"
"01","01P010L14"
"01","01P010L19"
"01","01P011L01"
"01","01P011L05"
"01","01P011L07"
"01","01P011L13"
"01","01P011L15"
"01","01P011L21"
"01","01P012L01"
"01","01P012L04"
"01","01P012L11"
"01","01P012L13"
"01","01P012L16"
"01","01P012L17"
"01","01P013L01"
"01","01P013L03"
"01","01P013L06"
"01","01P013L08"
"01","01P013L10"
"01","01P013L13"
"01","01P013L15"
"01","01P013L17"
"01","01P014L01"
"01","01P014L03"
"01","01P014L06"
"01","01P014L08"
"01","01P014L12"
"01","01P014L15"
"01","01P015L01"
"01","01P015L06"
"01","01P015L08"
"01","01P015L10"
"01","01P015L12"
"01","01P015L15"
"01","01P016L01"
"01","01P016L05"
"01","01P016L07"
"01","01P016L10"
"01","01P016L12"
"01","01P016L15"
"01","01P017L01"
"01","01P017L04"
"01","01P017L07"
"01","01P017L09"
"01","01P017L10"
"01","01P017L12"
"01","01P017L13"
"01","01P017L15"
"01","01P018L01"
"01","01P018L12"
"01","01P018L15"
"01","01P019L01"
"01","01P019L05"
"01","01P019L08"
"01","01P019L11"
"01","01P019L14"
"01","01P019L16"
"01","01P019L18"
"01","01P020L01"
"01","01P020L04"
"01","01P020L06"
"01","01P020L09"
"01","01P020L16"
"01","01P021L01"
"01","01P021L03"
"01","01P021L05"
"01","01P021L06"
"01","01P021L09"
"01","01P021L11"
"01","01P021L13"
"01","01P021L15"
"01","01P021L17"
"01","01P021L19"
"01","01P022L01"
"01","01P022L08"
"01","01P022L09"
"01","01P022L12"
"01","01P022L14"
"01","01P022L18"
"01","01P022L21"
"01","01P023L01"
"01","01P023L08"
"01","01P023L17"
"01","01P023L19"
"01","01P023L21"
"01","01P024L01"
"01","01P025L01"
"01","01P025L08"
"01","01P025L10"
"01","01P026L10"
"01","01P026L15"
"01","01P026L22"
